@relation FeaturesBW

@attribute Area numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}
@attribute Perimeter numeric
@attribute *Feret numeric
@attribute *Breadth numeric
@attribute *AspRatio numeric
@attribute *RFactor numeric
@attribute *ConvexArea numeric
@attribute *ConvexPerimeter numeric
@attribute *ArEquivD numeric
@attribute *PerEquivD numeric
@attribute *MinR numeric
@attribute *MaxR numeric
@attribute *avgR numeric
@attribute *VarianceR numeric
@attribute *EquivEllAr numeric
@attribute *ModRatio numeric
@attribute *HaralickRatio numeric
@attribute *ThinnessR numeric
@attribute *Roundness numeric
@attribute *Compactness numeric
@attribute *Solidity numeric
@attribute *Convexity numeric
@attribute *Concavity numeric
@attribute *ArBBox numeric
@attribute *Rectang numeric
@attribute *Sphericity numeric
@attribute *Elongation numeric
@attribute '*Bending Energy' numeric
@attribute *Jaggedness numeric
@attribute *Circularity numeric
@attribute *Endocarp numeric
@attribute 'Distance CM-FB' numeric

@data
862,'Anthyllis barba-jovis',135095,53.009,26.8,1.978,6041,1006,124.092,33129,43.002,13.4,26505,17236,22.519,1115778,506,3.632,21.173,391,625,857,919,144,1420.653,607,506,1685,324,0.77,594,726905,3.251
678,'Anthyllis barba-jovis',129196,45122,23401,1.928,5601,794,110.886,29381,41.124,11.7,22561,15884,13407,829298,519,4338,24619,424,0.651,0.854,858,116,1055895,642,519,1959,2.64,0.714,0.51,548804,1.658
664,'Anthyllis barba-jovis',138.51,48083,21965,2189,5551,838.5,111848,29076,44089,10.983,24.042,16348,16817,829498,457,3987,28893,366,605,792,0.808,174.5,1056149,629,457,2299,483,659,435,525.49,0.26
718,'Anthyllis barba-jovis',129196,46.39,22,2109,5.832,850,111984,30236,41.124,11,23195,17408,14.764,801556,474,4.53,23247,425,652,845,867,132,1020572,0.704,474,1.85,0.274,735,541,588804,10.729
637,'Anthyllis barba-jovis',132267,49.041,21496,2281,5.65,870.5,112787,28479,42102,10748,24.52,16933,26877,827954,0.438,3266,27.464,337,581,732,853,233.5,1054183,604,0.438,2186,228,0.676,0.458,504733,3784
1269,'Anthyllis barba-jovis',178.066,67067,31045,2.16,8417,1773.5,155.663,40196,56.68,15522,33534,21666,42067,1635254,0.463,3341,24986,359,599,716,0.874,504.5,2082.07,609,0.463,1.988,1162,0.709,503,1090934,5796
1492,'Anthyllis barba-jovis',196451,74095,34406,2154,7.827,1822,168.901,43585,62532,17203,37047,22141,52.654,2002.208,0.464,3051,25.867,0.346,588,0.819,0.86,330,2549291,585,0.464,2.058,0.197,0.697,486,1295549,3219
1050,'Anthyllis barba-jovis',164794,60208,28.8,2.091,8.16,1543.5,140282,36564,52456,14.4,30104,19.839,30.356,1361872,478,3.601,25864,369,607,0.68,851,493.5,1733.99,606,478,2.058,6187,0.697,486,885206,1115
813,'Anthyllis barba-jovis',132.853,50.774,25736,1973,6561,1046.5,119.341,32174,42.288,12868,25.387,17322,15995,1026.28,507,4331,21.71,402,634,777,898,233.5,1306.7,622,507,1.728,495,0.761,579,680.147,1.907
703,'Anthyllis barba-jovis',128368,49.041,21601,2.27,6.536,1007,114.864,29.918,40861,10.8,24.52,15921,21461,831977,0.44,3437,23.44,0.372,0.61,698,895,304,1059306,664,0.44,1865,10.57,732,536,574632,4435
698,'Anthyllis barba-jovis',125539,46325,22,2106,10338,1504.5,110791,29811,39.96,11,23162,16767,15.924,800437,475,4202,22579,414,644,0.464,883,806.5,1019.149,685,475,1797,0.178,746,557,572461,0.808
578,'Anthyllis barba-jovis',112225,45277,20506,2208,5.512,784,105344,27128,35722,10253,22638,15.529,16141,729205,0.453,3865,21.79,359,599,737,0.939,206,928453,623,0.453,1734,514,759,0.577,465775,639
586,'Anthyllis barba-jovis',128125,47297,20,2365,5.458,811,110445,27315,40783,10,23.648,15.871,20469,742939,423,3508,28014,0.334,578,723,862,225,945939,619,423,2229,2.586,0.67,449,457875,7483
652,'Anthyllis barba-jovis',122811,44.721,19,2354,12.459,1750.5,108.909,28.812,39092,9.5,22361,16842,10.027,667357,425,5319,23.133,415,644,0.372,887,1098.5,849706,767,425,1841,0.036,737,0.543,529189,8984
1153,'Anthyllis barba-jovis',180.309,68877,28.144,2447,6971,1508.5,154685,38315,57394,14.072,34438,21706,49.947,1522.482,409,3071,28197,309,556,764,858,355.5,1938485,595,409,2244,271,0.668,446,972691,879
1614,'Anthyllis barba-jovis',226.652,65803,37844,1739,18933,3914,173924,45332,72146,18922,32.901,24956,44012,1955826,575,3762,31.828,475,0.689,0.412,767,2300,2490235,648,575,2533,597,628,395,1387348,22893
1020,'Anthyllis barba-jovis',169238,62169,27,2303,6.958,1359,145.4,36.038,53.87,13.5,31085,20.429,31.839,1318.343,434,3.62,28.08,336,0.58,0.751,0.859,339,1678566,608,434,2235,65,669,0.448,850762,14.734
1364,'Anthyllis barba-jovis',189.966,69405,33942,2045,10.28,2241.5,159.712,41674,60468,16971,34702,22252,38268,1850195,489,3597,26.457,361,0.6,609,841,877.5,2355741,579,489,2105,67,0.689,475,1174.034,3895
1142,'Anthyllis barba-jovis',278.09,64815,29.069,2.23,8543,1739.5,154542,38132,88.519,14534,32408,20476,34718,1479771,0.448,3475,67718,0.346,588,657,556,597.5,1884.103,606,0.448,5.389,242,431,0.186,863.91,6636
861,'Anthyllis barba-jovis',160.652,54562,26295,2075,8433,1445.5,127427,33.11,51137,13148,27281,18035,28337,1126.83,0.482,3388,29976,368,607,596,0.793,584.5,1434725,0.6,0.482,2385,7644,647,419,700.348,1185
904,'Anthyllis barba-jovis',144.51,51614,28469,1.813,6812,1104.5,125.77,33927,45.999,14.234,25807,18.263,19.716,1154053,552,4113,23101,0.432,657,818,0.87,200.5,1469385,615,552,1838,4.32,738,544,759.49,2696
794,'Anthyllis barba-jovis',143338,51.624,24129,2.139,6.132,994.5,122.267,31795,45.626,12065,25.812,16855,24.423,978332,467,3411,25.876,379,616,0.798,853,200.5,1245.65,637,467,2059,153,0.697,486,650.662,2685
474,'Anthyllis barba-jovis',124.953,46325,16878,2745,6648,967.5,103721,24.567,39774,8439,23162,15784,26976,614094,364,3.039,32.94,281,0.53,0.49,0.83,493.5,781888,606,364,2.621,0.093,618,381,349.047,3615
1184,'Anthyllis barba-jovis',179865,64125,31,2069,7312,1473,150267,38827,57253,15.5,32062,21553,31331,1561.27,483,3.851,27324,0.367,605,804,835,289,1987871,596,483,2174,35314,0.678,0.46,1004135,10488
1275,'Anthyllis barba-jovis',198.35,66483,32654,2036,7.56,1579,156594,40291,63137,16327,33242,22053,33696,1705076,491,3799,30857,0.367,606,807,789,304,2170.97,0.587,491,2456,231,638,0.407,1076.65,3602
951,'Anthyllis barba-jovis',165.823,62073,25,2483,6105,1190.5,140.723,34797,52783,12.5,31.036,20.99,43903,1218.791,0.403,3168,28914,314,561,799,0.849,239.5,1551.813,613,0.403,2301,1.26,659,435,785177,4287
1278,'Anthyllis barba-jovis',170.652,67.978,30.257,2247,7.08,1512,156439,40339,54.32,15.129,33.989,21858,41.236,1615.43,445,3404,22787,0.352,593,845,917,234,2056.83,621,445,1.813,5015,743,551,1107348,2.692
1232,'Anthyllis barba-jovis',173.38,61.612,32527,1.894,11144,2157,148424,39606,55188,16.263,30.806,21279,29646,1573.968,528,3908,24.4,413,643,0.571,856,925,2004.038,615,528,1942,0.044,718,515,1058.62,3014
1072,'Anthyllis barba-jovis',162.652,56727,29979,1892,7.962,1419,135503,36945,51.774,14.99,28364,18969,21479,1335691,528,4093,24.679,424,0.651,755,833,347,1700655,0.63,528,1964,0.357,0.714,509,909.348,1.822
763,'Anthyllis barba-jovis',140.51,51.108,23504,2174,8287,1330.5,119.892,31169,44.726,11752,25.554,16672,25948,943449,0.46,3273,25875,0.372,0.61,573,853,567.5,1201236,635,0.46,2059,113,0.697,486,622.49,1161
805,'Anthyllis barba-jovis',139.581,51614,24962,2068,8387,1360,120792,32015,44.43,12481,25807,16.556,20546,1011877,484,3.652,24.202,385,0.62,0.592,865,555,1288362,625,484,1926,67,721,519,665419,6829
619,'Anthyllis barba-jovis',122.61,48.26,20,2.413,15.24,2310.5,111.06,28074,39028,10,24.13,17076,19408,758062,414,3.876,24.286,0.338,0.582,268,0.906,1691.5,965194,0.641,414,1933,5341,0.719,517,496.39,2787
1141,'Anthyllis barba-jovis',173.48,64.63,28.68,2254,7.762,1576,149.19,38115,55.22,14.34,32315,21.68,30671,1455774,444,3915,26.376,348,0.59,0.724,0.86,435,1853.55,616,444,2099,4948,0.69,0.476,967.52,3975
1402,'Anthyllis barba-jovis',193622,68447,33094,2068,8.48,1823.5,159785,42.25,61632,16547,34.224,22.792,38086,1779.063,483,3693,26.74,381,617,769,825,421.5,2265174,619,483,2128,0.148,0.686,0.47,1208378,2.811
1261,'Anthyllis barba-jovis',187037,70711,29963,2.36,9615,2136,160308,40069,59536,14.982,35355,22.437,52.904,1664.044,424,3085,27.742,321,0.567,0.59,857,875,2118726,595,424,2208,87,0.673,0.453,1073963,1238
1162,'Anthyllis barba-jovis',172.066,63.891,28983,2204,8497,1705.5,147583,38464,54.77,14491,31945,20059,30586,1454346,0.454,3627,25479,0.362,602,0.681,858,543.5,1851731,628,0.454,2028,0.216,0.702,493,989934,1124
1272,'Anthyllis barba-jovis',192.35,67624,32129,2105,7517,1597,155292,40244,61227,16064,33812,22.058,43543,1706.413,475,3343,29087,354,595,0.796,807,325,2172673,585,475,2315,128,657,0.432,1079.65,4869
889,'Anthyllis barba-jovis',153.48,56.08,26.87,2.087,6.536,1151.5,129208,33644,48854,13435,28.04,18087,28.157,1183501,479,3409,26497,0.36,0.6,772,0.842,262.5,1506881,0.59,479,2109,1368,0.689,474,735.52,3029
704,'Anthyllis barba-jovis',125.782,47802,22,2173,22.98,3451,111973,29939,40.038,11,23901,16271,22607,825954,0.46,3.422,22.473,392,626,204,0.89,2747,1051637,669,0.46,1788,171,748,0.559,578.218,16.981
640,'Anthyllis barba-jovis',124.61,45277,22,2.058,22936,3262.5,108.049,28546,39665,11,22638,15499,16381,782329,486,3.829,24.262,397,0.63,196,867,2622.5,996092,643,486,1931,132,0.72,518,515.39,2678
583,'Anthyllis barba-jovis',116.953,45.891,20,2295,20118,2900.5,104851,27245,37227,10,22.946,15.654,16288,720857,436,3.879,23462,0.352,594,201,897,2317.5,917824,635,436,1867,253,732,536,466.047,1351
1202,'Anthyllis barba-jovis',179622,66483,29.832,2229,8228,1718.5,151861,39121,57176,14.916,33242,22921,36482,1557692,449,3795,26842,0.346,588,0.699,845,516.5,1983315,606,449,2136,494,684,0.468,1022378,4137
1274,'Anthyllis barba-jovis',165581,63198,29831,2119,7.913,1571,150003,40275,52706,14915,31599,22.81,27801,1480671,0.472,4.326,21.52,406,637,0.811,0.906,297,1885249,0.676,0.472,1713,262,764,584,1108.419,4.818
986,'Anthyllis barba-jovis',172551,60828,28.567,2129,7.842,1498.5,140.448,35.432,54925,14284,30414,19.29,32565,1364.76,0.47,3.38,30197,0.339,0.582,0.658,0.814,512.5,1737.666,0.567,0.47,2403,272,645,0.416,813449,9349
798,'Anthyllis barba-jovis',139924,53.009,25491,2.08,6518,1085.5,123634,31875,44.539,12.746,26505,16974,22.383,1061287,0.481,3588,24535,0.362,601,735,884,287.5,1351273,591,0.481,1952,1386,716,512,658076,3918
727,'Anthyllis barba-jovis',125296,49.193,23926,2056,9936,1535.5,114.528,30424,39883,11963,24.597,17273,19.38,924423,486,3924,21595,382,618,473,914,808.5,1177012,618,486,1.718,0.343,763,0.582,601.704,1.647
640,'Anthyllis barba-jovis',124.61,47074,21.69,2.17,20025,2961.5,111679,28546,39665,10845,23537,16973,13.951,801915,461,4544,24.262,368,606,0.216,0.896,2321.5,1021.03,627,461,1931,49.009,0.72,518,515.39,4336
1361,'Anthyllis cytisoides',151539,54.781,32.81,1.67,8405,1446.5,144.223,41628,48.236,16405,27391,21897,13536,1411646,599,5.952,16873,0.577,0.76,941,0.952,85.5,1797364,757,599,1.343,62,863,745,1209461,1.638
831,'Anthyllis cytisoides',123.782,43.139,27.727,1556,7.253,983,113.483,32528,39.401,13864,21.57,17064,7709,939442,643,6146,18438,569,754,845,917,152,1196134,695,643,1.467,256,826,682,707.218,3312
541,'Anthyllis cytisoides',117439,48104,19053,2525,4242,641,109899,26245,37382,9.527,24052,14882,28404,719846,396,2792,25.493,298,546,0.844,0.936,100,916.536,0.59,396,2029,406,0.702,493,423561,9224
770,'Anthyllis cytisoides',119681,42.72,26745,1597,6553,879.5,109723,31311,38096,13373,21.36,15.674,8654,897.358,626,5.328,18602,537,733,875,917,109.5,1142552,674,626,1.48,96,0.822,0.676,650319,4223
546,'Anthyllis cytisoides',98811,39825,19692,2022,4852,607,97119,26366,31.453,9846,19912,13.559,15162,615925,494,3.482,17882,0.438,662,0.9,983,61,784221,696,494,1423,0.101,838,703,447189,3282
642,'Anthyllis cytisoides',104912,38601,23212,1663,7331,889,101446,28.591,33394,11606,19.3,14.653,7.257,703.71,601,5439,17.144,0.549,741,722,0.967,247,895992,0.717,601,1364,53,856,733,537.088,6.087
553,'Anthyllis cytisoides',98569,37121,21,1768,6.05,705.5,94.717,26535,31375,10.5,18561,14.416,6.917,612257,0.566,5481,17.569,511,715,784,961,152.5,779.55,0.709,0.566,1.398,616,846,715,454431,8123
973,'Anthyllis cytisoides',142368,56045,27.153,2064,6688,1177.5,133885,35.197,45317,13.576,28022,19954,20785,1195.199,484,4377,20831,0.394,628,826,0.94,204.5,1521774,639,484,1.658,0.35,777,603,830632,8308
1226,'Anthyllis cytisoides',150024,51.624,31575,1635,9573,1552.5,137874,39509,47754,15787,25.812,21.29,13782,1280.2,612,5735,18358,586,765,0.79,919,326.5,1630001,752,612,1.461,1514,0.827,685,1075976,7311
1042,'Anthyllis cytisoides',160752,55027,28235,1949,8654,1496,134567,36424,51169,14117,27514,19974,17365,1220249,513,4793,24.8,0.438,662,0.697,0.837,454,1553.669,0.671,513,1973,0.103,0.712,507,881248,6439
737,'Anthyllis cytisoides',116125,42438,26.87,1579,6.413,855,108.55,30.633,36964,13435,21219,15.676,6.821,895.603,633,6.002,18297,521,722,862,935,118,1140317,0.646,633,1456,4363,0.829,687,620875,6755
634,'Anthyllis cytisoides',107397,42.72,23085,1851,6881,923.5,102.957,28412,34186,11542,21.36,14.392,12.541,774541,0.54,4064,18.193,442,665,687,0.959,289.5,986176,643,0.54,1.448,81,831,691,526.603,5625
566,'Anthyllis cytisoides',101154,38897,20391,1.908,6.44,787,98713,26845,32198,10196,19449,14.789,9707,622957,524,4747,18078,0.476,0.69,0.719,976,221,793173,0.714,524,1439,1.562,0.834,695,464846,8.097
509,'Anthyllis cytisoides',106.468,36688,20801,1764,5436,626.5,94199,25.457,33.89,10401,18344,13.479,10104,599.38,0.567,4.241,22.27,0.481,0.694,812,885,117.5,763154,667,0.567,1.772,0.246,0.751,564,402532,4.29
909,'Anthyllis cytisoides',136024,49.649,27.54,1.803,7809,1218,124.144,34.02,43298,13.77,24824,18.284,16335,1073881,555,4524,20355,0.47,685,746,0.913,309,1367308,665,555,1.62,1183,0.786,617,772.976,5756
824,'Anthyllis cytisoides',123681,44.944,25.4,1.769,9225,1302.5,116009,32391,39369,12.7,22.472,16.46,19.64,896.601,565,3714,18564,519,721,633,938,478.5,1141588,722,565,1.477,1.448,823,677,700319,3727
856,'Anthyllis cytisoides',138409,45793,28906,1584,8352,1201.5,120.942,33014,44.057,14453,22897,17442,12.601,1039.63,631,4913,22.38,0.52,721,0.712,0.874,345.5,1323.698,647,631,1781,0.279,0.749,562,717591,6188
735,'Anthyllis cytisoides',123439,45453,25279,1798,6.81,972.5,113875,30.591,39292,12.64,22.727,15.836,14079,902443,556,4221,20.731,0.453,0.673,0.756,0.923,237.5,1149026,0.64,556,1.65,161,779,606,611561,5888
733,'Anthyllis cytisoides',118125,43.139,26.12,1652,8.072,1094,109.049,30.55,37.6,13.06,21.57,15423,8408,884982,605,5319,19.036,501,708,0.67,0.923,361,1126795,0.651,605,1515,69,812,0.66,614875,6471
605,'Anthyllis cytisoides',101.497,37736,22.452,1681,7.339,870,97756,27754,32308,11.226,18868,14.32,6.594,665431,595,5.577,17028,541,735,695,963,265,847253,0.714,595,1355,0.011,0.859,738,503.503,5.583
611,'Anthyllis cytisoides',112711,38328,22616,1695,11.12,1339,100.58,27892,35.877,11308,19164,14.744,7647,680809,0.59,5.332,20.792,0.53,728,456,892,728,866.833,705,0.59,1655,527,777,604,498289,3483
1251,'Anthyllis cytisoides',153924,57567,29897,1926,9555,1728,143972,39.91,48995,14948,28.784,21085,27955,1351.74,519,3988,18939,0.481,693,0.724,935,477,1721088,727,519,1507,42,815,664,1097076,8818
1250,'Anthyllis cytisoides',151782,55731,33,1689,8413,1473,144.16,39894,48.314,16.5,27866,21101,13829,1444457,0.592,5.674,18.43,512,716,0.849,0.95,223,1839139,0.68,0.592,1.467,0.46,826,682,1098218,15.096
1085,'Anthyllis cytisoides',149196,56.303,30,1.877,10094,1785.5,137.051,37168,47.491,15,28151,20.196,18467,1326602,0.533,4.7,20516,436,0.66,608,919,700.5,1689.083,642,0.533,1633,0.399,0.783,613,935804,30565
1052,'Anthyllis cytisoides',150.51,50,29.242,1.71,9887,1553,131224,36598,47909,14.621,25,18.888,13.346,1148329,585,5.17,21533,536,732,677,872,501,1462098,0.72,585,1714,0.44,764,584,901.49,7496
938,'Anthyllis cytisoides',132711,51.108,26.833,1905,6972,1119.5,125444,34559,42243,13.416,25.554,17854,17078,1077067,525,4.32,18776,457,0.676,838,945,181.5,1371364,684,525,1494,261,818,669,805289,6876
816,'Anthyllis cytisoides',129681,46325,25.938,1786,12519,1822,117.628,32.233,41.279,12.969,23162,17227,12.403,943.73,0.56,4.892,20609,484,696,0.448,907,1006,1201594,679,0.56,1.64,1713,0.781,0.61,686319,19.772
766,'Anthyllis cytisoides',121539,45222,26619,1699,6789,964.5,115.217,31.23,38687,13.31,22611,16093,13306,945439,589,4412,19.284,0.477,691,794,948,198.5,1203.77,636,589,1535,0.73,807,652,644461,2217
1291,'Anthyllis cytisoides',161924,56648,33514,1.69,12.396,2206,145339,40543,51542,16757,28324,21434,14345,1491096,0.592,5659,20309,512,716,585,898,915,1898.522,0.68,0.592,1.616,0.108,787,619,1129076,11696
659,'Astragalus glycyphyllos',105.983,35.693,26121,1.366,6608,741,99382,28967,33735,13061,17847,14748,6.788,732.267,732,5.661,17045,659,812,889,938,82,932.351,0.707,732,1.356,0.91,0.859,737,553.017,6.75
916,'Astragalus glycyphyllos',128326,43.932,32,1.373,7318,1010,116.628,34.151,40847,16,21.966,16.07,9078,1104126,728,5334,17.978,604,777,907,909,94,1405816,652,728,1431,409,836,0.699,787674,13.358
698,'Astragalus glycyphyllos',101.497,34785,27,1288,6996,764.5,99.01,29811,32308,13.5,17393,15497,2.649,737643,0.776,9522,14759,0.734,857,0.913,975,66.5,939196,743,0.776,1.174,49,0.923,851,596503,6.424
669,'Astragalus glycyphyllos',104083,35.114,25,1405,6726,742,99381,29186,33131,12.5,17.557,15.086,6.613,689.464,0.712,5.867,16.193,691,831,902,955,73,877852,762,0.712,1.289,0.108,0.881,0.776,564.917,3236
826,'Astragalus glycyphyllos',114083,39446,28,1409,7682,952,109.86,32.43,36314,14,19723,16.894,3917,867466,0.71,8536,15757,0.676,0.822,868,963,126,1104493,748,0.71,1254,298,893,0.798,711.917,261
720,'Astragalus glycyphyllos',115.64,36878,27,1.366,6862,795,102.673,30.278,36809,13.5,18439,14637,7755,782029,732,5256,18573,674,821,0.906,888,75,995711,723,732,1.478,0.044,823,677,604.36,7.39
658,'Astragalus glycyphyllos',119539,38328,25,1.533,6274,755.5,101.39,28945,38.05,12.5,19164,14672,8096,752559,652,5157,21717,0.57,755,871,848,97.5,958188,687,652,1.728,0.36,0.761,579,538461,7068
685,'Astragalus glycyphyllos',103154,35847,25,1.434,7.09,798.5,99725,29533,32835,12.5,17923,14.938,5943,703852,0.697,6.128,15534,679,0.824,858,0.967,113.5,896172,764,0.697,1236,35,899,809,581846,7.918
656,'Astragalus glycyphyllos',103.64,35.44,26,1.363,8128,905,98098,28901,32.99,13,17.72,14.6,4463,723699,0.734,6.911,16.374,665,815,725,0.947,249,921442,0.712,0.734,1.303,878,0.876,767,552.36,6055
800,'Astragalus glycyphyllos',111.841,40.608,28936,1403,9199,1173.5,108.457,31915,35.6,14468,20.304,15.531,6454,922.859,713,6114,15635,618,0.786,682,0.97,373.5,1175.02,0.681,713,1244,382,897,804,688159,7.78
846,'Astragalus glycyphyllos',117.74,41773,30.578,1.366,9182,1205,111103,32.82,37478,15.289,20.887,16.29,5.31,1003.228,732,7069,16386,617,0.786,0.702,0.944,359,1277.35,662,732,1304,728,0.876,767,728.26,2306
828,'Astragalus glycyphyllos',120.468,39115,31.547,1.24,10.66,1310,110.183,32469,38346,15.774,19558,16.647,5471,969159,807,7.117,17527,0.689,0.83,632,915,482,1233972,0.671,807,1395,446,847,0.717,707.532,3.2
690,'Astragalus glycyphyllos',107154,37736,26,1.451,9.034,1071,100.88,29.64,34.108,13,18868,14398,7227,770581,0.689,5356,16641,617,785,644,941,381,981.134,703,0.689,1324,1.593,0.869,755,582846,958
763,'Astragalus glycyphyllos',112225,38626,27,1431,6914,839,105445,31169,35722,13.5,19313,15536,6.762,819102,0.699,5975,16507,0.651,807,909,0.94,76,1042913,732,0.699,1314,237,873,0.761,650775,8.431
698,'Astragalus glycyphyllos',105.497,38079,25,1.523,9408,1125.5,101.938,29811,33.581,12.5,19039,15477,4746,747677,657,7104,15945,613,0.783,0.62,966,427.5,951972,733,657,1.269,1.05,888,0.788,592503,6.877
677,'Astragalus glycyphyllos',102083,35735,25,1429,9772,1097,99006,29.36,32494,12.5,17868,15365,3.368,701658,0.7,8373,15.393,675,0.822,617,0.97,420,893378,758,0.7,1225,242,904,816,574.917,2526
876,'Astragalus glycyphyllos',115255,41869,30.782,1.36,8382,1102.5,113589,33397,36687,15.391,20934,16816,7638,1012221,735,6085,15.164,636,0.798,795,986,226.5,1288799,0.68,735,1207,91,0.91,0.829,760745,3592
818,'Astragalus glycyphyllos',116569,41617,29516,1.41,11817,1545,110024,32272,37105,14758,20809,15632,9085,964768,0.709,5186,16.612,601,775,529,0.944,727,1228.38,0.666,0.709,1.322,1.427,0.87,0.756,701431,9.46
944,'Astragalus glycyphyllos',120912,43.829,30.86,1.42,13955,1921.5,117634,34.669,38.487,15.43,21915,17.47,7.33,1062.314,0.704,6.453,15487,626,0.791,491,973,977.5,1352.58,698,0.704,1232,141,0.901,0.811,823.088,2.849
815,'Astragalus glycyphyllos',113.497,41.11,29.648,1.387,12257,1583,109.347,32213,36.127,14.824,20555,15.562,7269,957.261,721,5772,15806,614,784,515,963,768,1218822,669,721,1258,67,892,795,701503,4084
761,'Astragalus glycyphyllos',108669,37736,27,1.398,12661,1501,104.643,31128,34.59,13.5,18868,16289,5357,800.219,715,7.038,15.518,0.68,825,507,963,740,1018.87,747,715,1235,98,0.9,0.81,652331,12035
735,'Astragalus glycyphyllos',106.326,37577,26,1445,12838,1515.5,102931,30.591,33845,13,18788,15.17,5.748,767327,0.692,6.328,15.381,0.663,0.814,485,968,780.5,976.991,752,0.692,1224,0.232,904,0.817,628674,10276
649,'Astragalus glycyphyllos',100569,35735,24,1489,11669,1310,97083,28746,32012,12,17868,14852,5404,673591,672,6.389,15.584,647,804,495,965,661,857643,757,672,1.24,49,898,0.806,548431,8231
735,'Astragalus glycyphyllos',107.497,37577,26,1445,12876,1520,103.217,30.591,34218,13,18788,15215,6273,767327,0.692,6075,15.722,0.663,0.814,484,0.96,785,976.991,752,0.692,1251,0.14,894,799,627503,9764
670,'Astragalus glycyphyllos',106.326,35468,27,1314,13785,1536,98.636,29.207,33845,13.5,17734,14.48,5369,752132,0.761,6249,16873,0.678,823,436,0.928,866,957.644,0.7,0.761,1.343,129,863,745,563674,3.587
622,'Astragalus glycyphyllos',104.326,35468,25,1419,9423,1050,95515,28142,33208,12.5,17734,13.684,6879,696418,705,5.217,17498,0.63,0.793,0.592,0.916,428,886707,701,705,1392,0.05,847,718,517674,3705
656,'Astragalus glycyphyllos',100912,36249,24,1.51,13163,1499,97654,28901,32121,12,18125,14385,6065,683.28,662,5841,15523,636,797,0.438,968,843,869.979,754,662,1235,1.76,0.9,0.81,555.088,4.347
780,'Astragalus glycyphyllos',109.497,38.013,28,1358,14842,1772.5,105272,31514,34854,14,19007,15905,6.298,835953,737,6.338,15.371,687,0.829,0.44,961,992.5,1064368,733,737,1.223,33,904,818,670503,7487
1012,'Astragalus glycyphyllos',126669,45453,32833,1.384,10.371,1481,122365,35896,40.32,16416,22.727,18029,7.406,1172089,722,6625,15855,624,0.79,0.683,966,469,1492.35,0.678,722,1262,105,0.89,0.793,885331,728
772,'Astragalus glycyphyllos',107598,40,27,1.481,18088,2273,106.32,31.352,34.25,13.5,20,15198,5227,848.23,675,6647,14997,614,784,0.34,988,1501,1080,715,675,1193,371,915,838,664.402,12.892
791,'Astragalus glycyphyllos',111.74,40.46,27854,1453,17.67,2246,108191,31735,35.568,13927,20.23,15356,8762,885.129,688,5188,15785,615,784,0.352,968,1455,1126981,0.702,688,1256,45,892,0.796,679.26,8111
662,'Astragalus glycyphyllos',101.841,34.886,25,1395,15.461,1694.5,98335,29.032,32417,12.5,17.443,14481,7.219,684.976,0.717,5.389,15667,693,0.832,391,966,1032.5,872138,759,0.717,1247,127,0.896,802,560159,7371
820,'Astragalus glycyphyllos',113255,41.34,28,1476,7319,950.5,110156,32312,36.05,14,20.67,16239,4.74,909115,677,7459,15.642,611,782,863,973,130.5,1157521,708,677,1245,725,0.896,0.803,706745,15491
741,'Astragalus glycyphyllos',108569,37.947,28,1355,19255,2295.5,104545,30.716,34558,14,18974,15.733,4.321,834505,738,7568,15907,655,809,0.323,963,1554.5,1062525,0.697,738,1266,1.991,889,0.79,632431,3.92
755,'Astragalus glycyphyllos',108.326,37643,26,1.448,13.889,1642.5,104.599,31005,34481,13,18822,15993,5795,768685,691,6643,15542,0.678,0.824,0.46,966,887.5,978.72,0.771,691,1237,0.241,899,809,646674,10.906
674,'Astragalus glycyphyllos',102811,36674,27,1358,8111,934.5,99133,29294,32726,13.5,18337,14.646,4228,777705,736,7.123,15683,638,799,721,0.964,260.5,990205,0.681,736,1248,159,895,0.801,571189,5.58
718,'Astragalus glycyphyllos',106569,38471,26,1.48,17206,2079.5,102227,30236,33922,13,19235,14739,7301,785587,0.676,5455,15817,618,0.786,345,0.959,1361.5,1000.24,718,0.676,1.259,1.43,0.891,794,611431,5277
762,'Astragalus glycyphyllos',113255,40,27412,1459,19.54,2455.5,106.769,31.148,36.05,13706,20,15525,6.788,861163,685,5959,16833,606,779,0.31,943,1693.5,1096.467,695,685,1.34,1965,0.864,747,648745,2.357
679,'Astragalus glycyphyllos',103.497,34438,26,1325,9599,1038.5,98.688,29.403,32944,13,17219,14967,3.82,703243,755,7.658,15776,0.729,0.854,654,0.954,359.5,895.397,758,755,1255,821,893,797,575503,6767
795,'Astragalus glycyphyllos',110912,37336,28,1.333,17793,2087,106.498,31815,35304,14,18668,16274,4248,821068,0.75,7896,15.473,726,852,381,0.96,1292,1045417,0.76,0.75,1.231,138,0.901,812,684.088,7441
