Var1,Area,Perimeter,x_Feret,x_Breadth,x_AspRatio,x_RFactor,x_ConvexArea,x_ConvexPerimeter,x_ArEquivD,x_PerEquivD,x_MinR,x_MaxR,x_avgR,x_VarianceR,x_EquivEllAr,x_ModRatio,x_HaralickRatio,x_ThinnessR,x_Roundness,x_Compactness,x_Solidity,x_Convexity,x_Concavity,x_ArBBox,x_Rectang,x_Sphericity,x_Elongation,x_BendingEnergy,x_Jaggedness,x_Circularity,x_Endocarp,DistanceCM_FB,Mean,Min,Max,Mode,StD,Skewness,Kurtosis,IntensitySum,Uniformity,Entropy,SmothnessR,GLCM_Contrast,GLCM_Correlation,GLCM_Energy,GLCM_Homogeneity,MeanIntensityR,StdDevR,MeanSqrtR,MeanIntensityG,StdDevG,MeanSqrtG,MeanIntensityB,StdDevB,MeanSqrtB,MeanIntensityH,StdDevH,MeanSqrtH,MeanIntensityS,StdDevS,MeanSqrtS,MeanIntensityV,StdDevV,MeanSqrtV,Label
29,2800,201.439,66.4,54,1.23,23878,4981,194705,59708,64.12,27,33.2,30485,3034,2816136,813,17.501,14492,809,899,562,0.967,2181,3585616,0.781,813,1153,379,0.931,867,2598561,18058,52.351269035533,0,177,29,0,34418,1184132,238000,1,-0,0,477093,0.928,203,691,88.5208121827411,40.4150834159584,9.40854995112111,36.1593908629442,38.1481447806354,6.01326790214307,40.8893401015228,37.0325334755427,6.39447731261304,0.692097092485396,0.409659840980548,0.831923729968917,0.685536120824867,0.267282922192797,0.827971086949821,0.358610530506619,0.148091699938796,0.598840989334079,Spartium junceum
30,2366,190.066,67119,45.709,1.468,18261,3850.5,184.598,54886,60.5,22855,33.56,26.673,17.432,2409576,0.681,6.389,15.268,669,818,614,971,1484.5,3067967,0.771,0.681,1215,0.011,907,823,2175.934,14172,68.4967263203841,1,205,31,3.229,34418,1184132,201332,998,0.011,0.0001603,482.698,927,252,0.712,107.343518114361,46.8229437061766,10.3606717018908,51.5102575294631,45.0056692641736,7.17706468756295,53.9991270187691,44.4621128065244,7.34840982926028,0.50488789806492,0.456636380605118,0.710554641153599,0.620914912663853,0.272409090656642,0.787981543352288,0.430081906180195,0.172320951020263,0.655806302333391,Spartium junceum
31,2349,189.48,65215,46852,1392,20.27,4153,181192,54.689,60313,23426,32.608,26.696,13368,2399755,718,7.302,15284,703,0.839,0.566,956,1804,3055.463,769,718,1216,0.144,907,0.822,2159.52,11.734,69.387012987013,1,193,30,3.507,28074,788.991,199959,997,16,0.0001891,497908,925,235,706,106.947619047619,46.0888603652104,10.3415481939417,52.8679653679654,49.0518623616082,7.27103605877219,55.9770562770563,47.9646351964559,7.48178162452342,0.550766182215732,0.451123909058505,0.742136228879666,0.614396600830488,0.30146623167264,0.783834549398333,0.430752907223496,0.167929676316178,0.656317687727137,Spartium junceum
32,2383,184267,60.44,51,1185,23404,4444,178917,55083,58.654,25.5,30.22,27.848,2783,2420945,0.844,16.693,14249,831,0.911,536,971,2061,3082.443,773,0.844,1.134,43,0.939,882,2198.733,14502,105.316279069767,1,210,99,0,6921,46003,202555,1,-0,0,468.45,929,255,727,160.279069767442,50.563086010317,12.6601370358872,86.5455813953488,43.1552169137154,9.30298776712884,57.9255813953488,39.5223934910414,7.61088571687611,0.116041265333032,0.219630268654632,0.340648301526709,0.653216300548524,0.230498702817882,0.808217978362598,0.631772001823986,0.192532517392817,0.794840865723439,Spartium junceum
33,2277,182167,58941,50,1179,21359,3955,175274,53.844,57985,25,29.47,27123,2332,2314594,848,17762,14.574,835,914,0.576,0.962,1678,2947032,773,848,1.16,0.04,929,862,2094833,5814,78.7983125753315,1,207,30,16282,6921,46003,198803,961,0.219,4,514.787,922,264,713,119.525110486139,42.5666995078477,10.9327540211119,61.1169144234632,49.5396207745705,7.8177307719992,62.9598232221776,49.2648772244792,7.93472263045014,0.533433760323008,0.462431836163346,0.730365497763283,0.568086920112913,0.298132744515117,0.753715410558198,0.476074334916772,0.156990893159888,0.689981401862958,Spartium junceum
34,2152,176.853,57723,49,1178,23.403,4244,171945,52345,56294,24.5,28862,26.298,4728,2221.46,0.849,12.094,14534,0.822,907,507,972,2092,2828.45,0.761,0.849,1157,457,0.93,865,1975.147,4718,72.5011655011655,1,204,28,5029,17.71,314664,183535,0.994,0.041,0.0003888,499.047,925,252,721,117.054279054279,46.5256806312305,10.8191625856292,54.3859473859474,46.7971713407576,7.37468286680501,48.8498168498168,44.5510556338945,6.9892643997646,0.25986339096249,0.3894332413341,0.509767977576554,0.664816290198748,0.277493293496098,0.815362674028403,0.466691478456185,0.17215591736931,0.683148211192992,Spartium junceum
35,2045,172.51,59908,45,1331,22916,4313,168989,51027,54912,22.5,29954,26025,6369,2117333,0.751,10.312,14552,725,852,474,0.98,2268,2695.872,759,0.751,1158,55,929,0.864,1872.49,15.81,82.9518950437318,2,188,103,11.88,9236,84.34,176456,977,142,2,520865,0.921,272,728,117.998906705539,27.2519669658385,10.8627301681271,71.8826530612245,24.3342130399727,8.47836381981951,47.8319970845481,26.0024084715253,6.9160680364314,0.106068575389703,0.171773945270514,0.325681708712207,0.606615365860272,0.197397288710466,0.778855163596077,0.466789572972052,0.0992996346156835,0.683220003345959,Spartium junceum
36,2187,177882,60.836,44,1383,23713,4532,174426,52769,56622,22,30.418,27.718,4146,2102.336,723,13613,14468,752,867,483,981,2345,2676777,0.817,723,1151,331,932,0.869,2009118,15.08,70.0891122278057,1,199,29,11.46,9259,84.142,188583,977,0.137,2,509926,0.923,268,723,111.948408710218,48.9514178065892,10.5805675041662,51.9731993299833,49.2544749533593,7.20924401931182,53.4726968174204,48.1512363628146,7.31250277384019,0.517877238852855,0.457992239130577,0.719636879858763,0.624452738089531,0.293573914685294,0.790223220419098,0.447308437612901,0.1829418802796,0.668811212236234,Spartium junceum
37,3206,218024,73.239,54,1.356,25551,5879,210593,63.891,69399,27,36.62,33351,5.991,3106.19,737,13626,14827,0.761,872,545,966,2673,3954.924,0.811,737,1.18,2377,0.921,848,2987.976,36399,103.177490649439,1,223,61,6473,15.174,229.749,273880,991,55,0.0006439,603906,897,426,0.74,159.492349540972,49.1460446013103,12.6290280521096,82.4525671540292,50.5345865030409,9.08033959464233,62.2658959537572,45.9435473968083,7.89087421986672,0.124457371124343,0.254384206715781,0.352785162846091,0.633673113553596,0.248351027397203,0.79603587453933,0.628544379329428,0.187325724864161,0.792807908215747,Spartium junceum
38,3086,214.853,74324,52,1429,22553,5266,206838,62683,68.39,26,37162,32954,8.06,3035429,0.7,11.607,14958,711,843,586,963,2180,3864828,0.798,0.7,1.19,207,917,0.84,2871147,21.048,60.700652248541,1,163,17,4418,19902,398.693,263001,995,34,0.0003,624565,897,405,726,91.6199794026777,41.2485943699852,9.57183260419224,46.5441125986955,37.0105910996806,6.8223245744171,52.3412289735668,35.9687116895293,7.23472383533517,0.699885667779113,0.398271609583845,0.836591697173186,0.598234380322261,0.252534014207694,0.773456126953728,0.372197653520728,0.147989007020079,0.610080038618482,Spartium junceum
39,3025,213338,74847,53,1412,21.258,4998.5,206.059,62.061,67908,26.5,37423,32.237,10329,3115.568,708,10.03,15046,688,0.829,605,966,1973.5,3966865,763,708,1197,222,914,835,2811.662,23822,65.5217391304348,2,209,29,9.153,10998,119961,259642,0.984,0.104,1,640644,892,419,0.734,107.006422924901,44.6249317768218,10.3443908919231,47.1086956521739,38.529803622079,6.86357746748545,51.4486166007905,40.0021171963566,7.17276910270995,0.617441129494768,0.441811030996284,0.785774222976784,0.628159119185916,0.247534055585449,0.792564899037243,0.430866852669922,0.162123631339864,0.656404488611955,Spartium junceum
40,2819,204.309,69051,52324,1.32,17711,3842,197.129,59.91,65033,26162,34525,30.078,11025,2837.65,758,9058,14807,753,868,0.734,965,1023,3613008,0.78,758,1178,85,0.921,0.849,2614.691,6,90.7081712062257,1,181,98,3005,37.822,1436.333,239840,0.999,0.009,0.0001388,666953,885,0.438,747,145.440661478599,45.1193106661441,12.0598781701392,69.897859922179,40.1924479390127,8.36049399988894,54.2830739299611,42.1984839096025,7.36770479389349,0.171445252167997,0.316723667395194,0.414059479022033,0.649954219513255,0.2604294218484,0.806197382477303,0.573846036469062,0.171555163219895,0.757526261240534,Spartium junceum
41,3127,212.853,74202,55246,1.343,25904,6038.5,207.154,63098,67753,27623,37101,32217,10.3,3219.642,745,10039,14489,723,0.85,518,973,2911.5,4099375,763,745,1153,0.088,0.931,867,2914147,4928,126.133403361345,13,201,130,0,5522,28691,265795,1,-0,0,627934,0.891,441,746,170.595588235294,39.6903156627933,13.0612246070303,114.888655462185,29.356081857248,10.718612571699,67.265406162465,36.132131627501,8.20154900994105,0.0984149434228339,0.111452216824188,0.313711560868952,0.609875059896128,0.1999479005549,0.780944978789241,0.671528807601479,0.150175845565484,0.819468612944681,Spartium junceum
42,2700,200.652,68118,53628,1.27,25299,5414,194053,58632,63869,26814,34059,29546,10432,2869.041,787,9148,14912,741,861,499,0.967,2714,3652.977,0.739,787,1187,0.037,0.918,843,2499348,4.83,72.9577205882353,0,174,63,17.737,5522,28691,237951,0.94,337,5,636.71,0.89,436,745,111.936580882353,38.3434000338344,10.5800085483119,55.0805759803922,39.0406006339553,7.42162893038935,62.5885416666667,39.7590059088585,7.9112920352283,0.800108359943562,0.342175547577016,0.894487763998794,0.56323564078113,0.239463888458855,0.750490266946301,0.446443675509424,0.140700004037296,0.668164407544598,Spartium junceum
43,2456,192.066,67082,50205,1.336,20608,4343,186.15,55.92,61137,25.102,33541,27.578,12032,2645.084,748,7.951,15.02,695,0.834,0.566,0.969,1887,3367.826,0.729,748,1195,126,915,0.837,2263.934,17532,73.4281573498965,2,194,33,3096,35028,1225607,208977,998,0.01,0.0001474,648401,888,447,752,112.88364389234,44.5616052535463,10.6246714722075,56.1585921325052,46.2018295653279,7.49390366447989,58.7850931677019,44.6759920781458,7.66714374247033,0.558161620220834,0.452504975402246,0.747102148451491,0.586162638773292,0.266985623818479,0.765612590526888,0.451474038890919,0.164116556624385,0.671918178717408,Spartium junceum
44,2744,199196,68015,54,1.26,27.797,5939.5,194.098,59.108,63.406,27,34007,29913,7845,2884.606,794,10.68,14.46,755,0.869,462,0.974,3195.5,3672.794,747,794,1151,293,932,0.869,2544804,25829,79.9150763358779,1,211,71,6473,15095,226612,234415,991,55,0.0006439,611805,0.896,424,743,125.654580152672,46.6925960719492,11.2095753778933,60.1331106870229,46.7114325343602,7.75455419008874,61.793893129771,45.96944591699,7.86090917959055,0.572235444373256,0.461799377714283,0.756462454040685,0.591330899598089,0.243454001977023,0.768980428618368,0.497545277653045,0.176028434036722,0.7053688947303,Spartium junceum
45,2617,198267,70178,51.226,1.37,26346,5808.5,190.721,57724,63.11,25.613,35089,28.56,13382,2823491,0.73,7807,15.021,677,823,451,0.962,3191.5,3594.98,728,0.73,1195,0.279,915,0.837,2418.733,7914,85.8110599078341,5,188,83,22861,4086,14905,236437,898,551,8,595966,892,478,0.77,133.596774193548,37.5575426188937,11.5584070785532,67.7953917050691,32.3830744422947,8.23379570459877,53.1119815668203,40.1769930911879,7.28779675668993,0.23248961455662,0.365995228639021,0.482171768726271,0.627495654518286,0.256522144636948,0.792146233039258,0.527187132917683,0.142648665799862,0.72607653378806,Spartium junceum
46,2331,184.652,59615,51675,1.154,23.883,4473,178.189,54479,58776,25838,29.808,26814,4629,2419.537,867,12464,14627,835,914,521,965,2142,3080.65,757,867,1.164,132,927,0.859,2146348,5.866,67.1841109709962,2,210,26,7001,15255,231.616,199204,991,53,0.0007532,627.963,0.89,0.448,755,105.558217738546,45.8292929287173,10.2741528963971,50.1866330390921,44.0329848787243,7.08425246861601,53.8684321143338,41.487966879766,7.3395117081679,0.63454540654805,0.431416194734351,0.796583584156772,0.618114883098992,0.264099934445919,0.78620282567477,0.424269548088256,0.168690071891929,0.651359768552108,Spartium junceum
47,2048,172953,59464,44,1351,29781,5563.5,168.448,51065,55.053,22,29732,26467,3.93,2054938,0.74,13.351,14606,737,0.859,368,0.974,3515.5,2616428,0.783,0.74,1162,2637,0.928,0.86,1875047,4729,44.738430583501,1,183,25,9439,10765,115488,175886,983,105,1,592.353,0.896,0.454,0.756,78.7178068410463,34.9639161872261,8.87230561021465,29.4376257545272,34.0796992526971,5.42564519246579,34.296277665996,34.633696747604,5.85630238853801,0.693335661814171,0.402570937548367,0.832667797992796,0.73103925890273,0.256816267416488,0.855008338498947,0.325505977038703,0.126216970411143,0.570531311181694,Spartium junceum
48,2093,177882,64.07,44,1456,35187,7082.5,173733,51.623,56622,22,32035,26754,9589,2214.11,687,8.64,15118,649,0.806,0.296,977,4989.5,2819092,742,687,1203,46,912,831,1915118,25.543,121.535578947368,4,199,95,6489,18604,344208,178633,0.994,34,0.0006472,603.353,0.89,475,768,157.936421052632,43.8603195668942,12.5672758007705,111.216421052632,42.8447205107472,10.5459196399665,79.0791578947368,41.0284443132017,8.89264628188577,0.131645391007325,0.200399166004828,0.362829699731603,0.518996262941146,0.204534175232035,0.720413952489224,0.624320330237357,0.163817020797194,0.790139437211786,Spartium junceum
49,3139,216024,75.18,55,1367,27525,6501,209808,63.219,68763,27.5,37.59,32452,8141,3247534,732,11374,14867,0.707,841,483,971,3362,4134888,759,732,1183,5023,919,845,2922.976,23.16,69.9672695951766,2,197,35,1838,56,3134,266918,0.999,4,0.0001928,477251,0.886,618,0.834,111.781223083549,47.0976181571153,10.5726639539687,51.8867355727821,44.9808959949088,7.20324479472842,53.3208440999139,43.7869286314646,7.30211230397848,0.469296334340298,0.455033702289205,0.685052066882728,0.629390928552973,0.269924373129026,0.793341621593732,0.449578625593217,0.172191015242841,0.670506245752578,Spartium junceum
50,3110,215.439,74404,55,1.353,26375,6165,206368,62927,68.576,27.5,37202,32445,8.403,3214035,0.739,11193,14.924,715,846,504,958,3055,4092237,0.76,0.739,1188,0.027,0.918,0.842,2894.561,27919,67.9138733705773,1,180,29,3.541,27.85,774007,264745,997,17,0.0001928,492043,885,0.61,0.829,106.934357541899,39.8081317301632,10.3409069980297,50.2751396648045,41.3871065768663,7.09049643288849,56.3775605214153,43.6868583464536,7.50849921897947,0.673107104102014,0.414681668152393,0.820431047743815,0.603881205325579,0.278680819013429,0.777097938052585,0.430280790155913,0.142574797541341,0.655957917976384,Spartium junceum
51,3119,217296,75432,55,1371,32685,7745.5,208937,63018,69168,27.5,37716,32666,4073,3258.432,0.729,16186,15.139,698,835,0.403,0.962,4626.5,4148765,752,0.729,1205,81,0.911,0.83,2901704,20686,78.1916390728477,1,194,27,6706,16127,259069,266412,992,49,0.0006911,508.803,0.88,614,0.83,122.073261589404,45.0670631300875,11.0486769157852,58.8149834437086,46.6261742289623,7.66909273928205,62.7284768211921,46.9717323072061,7.92013111136375,0.580794922318595,0.453153123454019,0.762099023958564,0.587870379391197,0.263171892729487,0.766727056644799,0.485227567848332,0.167910452406616,0.696582778891592,Spartium junceum
52,2709,199196,67119,54,1.243,36531,7703,194017,58.73,63.406,27,33.56,29919,5.377,2846.63,805,12.902,14647,0.766,875,0.352,0.974,4994,3624442,747,805,1166,818,0.926,858,2509804,7675,55.2112894873123,1,165,24,2017,52019,2704,230370,0.999,5,8,520424,0.881,598,825,86.4909373381668,39.7375234853392,9.30005039438856,40.9984464008286,38.3602165687533,6.40300292057005,46.3666494044537,39.0437008527706,6.8093060883216,0.704243440439398,0.397997243781033,0.839192135591962,0.640776032626067,0.27858969601995,0.800484873452376,0.354123130350018,0.144159245572026,0.595082456765462,Spartium junceum
53,2513,193338,66483,52771,1.26,29.203,6099.5,185326,56565,61.541,26386,33242,28285,6165,2755485,794,11.392,14875,0.724,851,0.412,0.959,3586.5,3508.392,716,794,1.184,174,919,845,2319.662,5.492,79.3141573033708,2,177,33,22237,4.597,19458,225376,0.916,473,8,466.933,885,633,841,123.130786516854,43.3804533461743,11.0964312513913,60.6359550561798,44.4016024910697,7.7869092107318,60.4867415730337,46.0582885454876,7.77732226238785,0.400797900506997,0.445733914287646,0.633086013513959,0.595509052434126,0.271624773966448,0.771692330164118,0.489411764705883,0.160745043355115,0.699579705756166,Spartium junceum
54,2350,186.853,60.539,51,1187,37.163,7068,178859,54.7,59477,25.5,30.27,27862,3197,2424.918,0.842,15.584,14.857,816,904,332,0.957,4718,3087.501,0.761,0.842,1182,55,0.92,846,2163147,1.741,111.658155122885,6,204,116,11463,8752,74982,202804,975,151,2,473895,885,625,0.837,166.182891797,46.5254163739998,12.8911943510677,92.8662623683371,45.4845031499555,9.63671429317779,65.4420683051388,42.3696059018441,8.08962720433636,0.106860423640955,0.211128587135809,0.326895126364641,0.62402780578058,0.22879911835907,0.789954306134589,0.653815487254591,0.178627919519095,0.808588577247163,Spartium junceum
55,2306,183782,62968,49332,1276,33935,6713,178.098,54.186,58.5,24666,31484,27504,4.696,2439698,0.783,12693,14647,741,861,344,0.969,4407,3106.32,742,0.783,1166,171,0.926,858,2122218,5749,110.976634038522,16,182,99,13965,6642,42.766,200818,956,255,3,490083,889,598,826,169.338174928955,37.5772811375628,13.0130002278089,90.9415850963057,26.0140165413747,9.53632974976776,61.0700978844332,36.5720001283636,7.81473594463903,0.0850432788609634,0.17665755032757,0.291621807931031,0.636065670505398,0.219244064720966,0.797537253365257,0.664862522211284,0.145835284226656,0.815391024117438,Spartium junceum
56,2143,176.51,60.166,47.6,1264,25408,4802.5,172.3,52.236,56185,23.8,30.083,25.977,9089,2249319,0.791,8616,14538,754,868,446,976,2659.5,2863922,748,0.791,1157,25,0.93,0.864,1966.49,11.348,71.9784761084804,1,187,30,7.1,13873,190655,183247,0.99,0.059,0.0007746,500.946,882,612,0.829,110.511407662505,43.8257475072854,10.5124406139823,54.7619457597934,47.4149102139458,7.40013146908846,59.5161429186397,46.5442753873695,7.71467062930361,0.671472793683201,0.421665041760606,0.819434435255927,0.588528059613257,0.278322234091282,0.767155824857804,0.442095667367248,0.161349323297127,0.664902750308079,Spartium junceum
57,2254,183054,63812,46,1.387,39766,7972,178.098,53.571,58268,23,31906,27971,4436,2305428,721,13.281,14866,705,0.84,0.283,973,5718,2935362,768,721,1183,0.058,919,845,2070946,2097,67.3443240697127,1,179,59,0,11057,120825,191590,1,-0,0,475673,888,616,831,98.279792746114,40.4233942488263,9.91361653212963,52.3886010362694,42.0338964029832,7.23799703207106,63.0819594912859,43.1898671827238,7.94241521775876,0.811764023246584,0.301316265211625,0.900979479925366,0.553027645326206,0.255133067665182,0.743658285320755,0.396233594709669,0.14755661473003,0.629470884719594,Spartium junceum
58,2224,178.711,62129,45,1381,40713,7946.5,176158,53214,56885,22.5,31064,27.87,4.156,2195817,0.724,13671,14.36,0.734,857,0.28,986,5722.5,2795.8,795,0.724,1143,0.952,935,875,2045289,10.08,81.4823098820659,2,214,21,8.534,11057,120825,190750,0.984,96,1,500527,0.88,619,833,116.755591703945,51.6510405320628,10.8053501425888,66.7242781618544,56.2423887286799,8.16849301657622,64.9633997559984,55.0516168249758,8.05998757790596,0.350661538272216,0.41861666014864,0.592166816253846,0.57451308301446,0.311882434266869,0.757966412853802,0.469653693116124,0.190711179567939,0.685312843244692,Spartium junceum
59,2114,175.397,63.53,42,1.513,37656,7515.5,173196,51881,55831,21,31765,27.7,4561,2095631,0.661,12.971,14.553,667,0.817,281,987,5401.5,2668.24,792,0.661,1158,5891,929,0.864,1938.603,9416,63.4864232209738,1,188,27,11.871,8915,77.894,182483,976,146,2,472874,887,625,0.837,97.1544943820225,43.2418449045743,9.85669794515498,48.127808988764,47.2181052687822,6.93742091765838,54.2308052434457,44.7896944330667,7.36415679106887,0.677335202828682,0.406710372257849,0.82300376841706,0.622021984538021,0.297283122496913,0.788683703735548,0.395525813321584,0.157004174287698,0.628908429997233,Spartium junceum
60,2186,177983,62169,43,1446,44.693,8729,176105,52757,56.654,21.5,31085,28201,2571,2099583,0.692,17.589,14491,0.72,0.849,0.25,0.989,6543,2673272,818,0.692,1153,595,0.931,867,2008017,10.566,76.312879058152,1,214,38,0,8.74,74595,185810,1,-0,0,464901,0.891,615,0.832,121.179093828041,50.0700155567275,11.0081376185094,56.9857295754549,51.4056984664755,7.54888929415811,58.1434177666786,49.6966972983297,7.6251831300421,0.466038597645673,0.45649227029189,0.682670196834221,0.622774843122386,0.280581696778376,0.78916084743377,0.483016096199452,0.187466207525993,0.694993594358575,Spartium junceum
61,2993,212267,73389,52,1411,28494,6569.5,203.75,61732,67567,26,36695,32.178,9552,2997.274,0.709,10412,15054,708,841,456,0.96,3576.5,3816.247,784,0.709,1198,0.08,914,835,2780.733,9.277,58.268012530456,1,178,27,13.72,8.74,74595,259055,975,0.148,3,489.41,868,0.656,851,91.1092934215106,37.9053564185571,9.54511882699794,42.6233901844762,41.4987603775812,6.5286591413916,52.5266272189349,42.0821347251831,7.24752559284442,0.821780420760189,0.294275218907356,0.906521053677293,0.629879139359667,0.296632661431132,0.793649254620495,0.371347843000757,0.135484957000883,0.609383165997189,Spartium junceum
62,3183,217095,74465,54716,1361,33868,7923,210.246,63661,69104,27358,37232,32.557,12384,3200.06,735,9252,14807,731,855,402,968,4740,4074.444,0.781,735,1178,201,0.921,0.849,2965905,7359,78.4948709978241,1,192,30,0,9.03,79913,270555,1,-0,0,511847,0.85,684,863,121.900217594032,48.7962593692921,11.0408431559384,59.8237488343177,51.0991897882102,7.73458136128373,60.8032328256139,51.132389764981,7.79764277366012,0.413215083079929,0.444797376259398,0.64281807930388,0.610810938426595,0.29244939762753,0.781543945294566,0.486710916881517,0.179793876259006,0.697646699183417,Spartium junceum
63,2838,210.309,72422,55,1317,26.626,6058,199.8,60.112,66943,27.5,36211,30176,9867,3128422,759,9.607,15585,0.689,0.83,0.468,0.95,3220,3983.23,0.712,759,1.24,0.022,898,0.806,2627691,6255,70.4435040203132,1,174,51,11832,9.03,79913,244919,976,0.137,2,502566,0.854,679,861,112.258569614896,37.9416025609937,10.5952144676215,52.0770207363521,37.9045661014657,7.21644100206966,55.2378332628015,42.2814865599374,7.43221590528703,0.49935355820744,0.456336131939782,0.706649529970437,0.599011661469917,0.259984429314389,0.773958436526095,0.447165036137184,0.140652008756413,0.668703997398837,Spartium junceum
64,2851,210.652,75.644,50.096,1.51,35558,8450,204.159,60.25,67053,25.048,37.822,29.7,29.633,2976.22,662,5456,15564,634,0.796,337,0.969,5599,3789441,752,662,1239,1768,899,807,2640348,11864,79.9392041267502,1,193,53,6129,16023,254928,243422,992,46,0.0005775,512.551,0.85,685,0.86,118.526897568165,41.1126065780056,10.8870059046629,63.7394988946205,44.3966424387012,7.98370207952554,61.9900515843773,47.5173808827237,7.87337612364463,0.448301673859759,0.453841530567863,0.66955333906998,0.556925037989696,0.282711531000984,0.746274103791426,0.470329590937333,0.154199091084453,0.685805796809369,Spartium junceum
65,2939,210167,71063,52.654,1.35,20.571,4592.5,201898,61172,66898,26.327,35532,30.778,12946,2938772,741,8554,15.029,741,861,0.64,961,1653.5,3741761,785,741,1196,226,914,836,2728833,5.02,73.787653402752,1,191,31,0,39.14,1530289,249815,1,-0,0,505452,0.854,682,861,111.969877277798,42.207222286208,10.5815819837016,56.9352919300855,48.4996653338809,7.54554782173472,60.3689103756043,49.2681485510374,7.76974326317185,0.526464194860518,0.455805349028348,0.725578524255313,0.573384840614586,0.291710575608561,0.757221790900517,0.445874623557124,0.157743914209462,0.667738439478456,Spartium junceum
66,3068,215196,74.33,53,1402,31.852,7438,208.258,62.5,68499,26.5,37165,32409,10.441,3094083,713,10.03,15.094,0.707,841,0.412,968,4370,3939508,779,713,1.201,0.117,912,833,2852804,29834,97.0645300996102,4,176,74,2642,39.14,1530289,260987,0.999,8,0.0001074,477467,863,0.678,861,149.478129060199,37.9249815094827,12.2261248586868,77.7656994369857,27.2384381797014,8.81848623273778,58.9090515374621,39.105115978311,7.67522322395004,0.187637121600419,0.329288846889515,0.433171007340541,0.616449647956355,0.23901047378996,0.785143074831814,0.58890275902479,0.144018852953189,0.767399999364601,Spartium junceum
67,2811,197.681,69354,56,1238,31288,6817,195296,59825,62924,28,34677,29994,5824,3050355,807,12.428,13.902,0.744,863,0.412,988,4006,3883833,0.724,807,1.106,396,951,904,2613319,20.847,112.232601414217,2,231,88,2131,52.991,2806,239048,0.999,5,0.0001611,467.071,0.864,682,0.86,167.862672125047,39.4097852222471,12.9561827759972,92.0037216226275,38.4074346452959,9.59185704765388,70.43766282099,48.9108756409574,8.39271486594117,0.162749863812719,0.302337324516484,0.403422686289106,0.58557138415356,0.276149200989054,0.765226361381755,0.660212935192687,0.15101378286871,0.812534882446709,Spartium junceum
68,2523,191238,65368,50478,1295,31885,6548,185047,56.678,60.873,25239,32684,28.02,7055,2591529,772,10.549,14495,752,867,385,968,4025,3299637,765,772,1.154,0.227,0.931,867,2331762,2898,73.90811493527,4,200,32,3237,35479,1256882,214685,998,0.01,0.0001611,481.02,0.854,0.699,867,120.057467634986,41.7769985290111,10.957073862806,54.642879696874,41.9620617125042,7.39208223012123,51.9873697505526,41.7757130460058,7.21022674751305,0.288798230567816,0.412603577046166,0.537399507413075,0.623608439953429,0.259314507995256,0.789688824761646,0.476846400069341,0.15594959624441,0.690540657796007,Spartium junceum
69,2225,182.652,60083,53.74,1.118,28017,5288.5,178368,53.226,58.14,26.87,30.042,26443,5166,2535958,894,11635,14.994,785,0.886,0.421,977,3063.5,3228882,0.689,894,1193,78,915,838,2042348,8.54,107.247485632184,3,209,106,21467,5035,23.532,198319,929,0.394,0.007,512279,853,0.673,857,160.308189655172,39.0736590916421,12.6612870457617,88.6681034482759,31.920858204263,9.41637421985107,63.7352729885057,41.6824912174167,7.98343741683404,0.151758055878574,0.285910337938477,0.389561363431454,0.608012221044036,0.244722585000666,0.779751384124476,0.630325952219972,0.15020788504118,0.793930697365943,Spartium junceum
70,2525,200752,66843,53129,1258,26579,5581.5,185627,56.7,63901,26565,33422,28386,5434,2789208,795,12177,15.961,0.72,848,452,925,3056.5,3551.33,711,795,1.27,1294,887,787,2324248,6308,63.4703217036701,3,192,24,11411,9.473,88.72,217662,978,134,2,486634,855,0.69,863,94.202990484821,44.1471775097506,9.705822504292,49.2224739465338,46.765739009458,7.01587299960124,56.2025373810603,46.5559474198405,7.49683515765555,0.672201479562578,0.403223118585097,0.819878942016794,0.594972789161019,0.290102321370699,0.771344792658263,0.379384667324111,0.163141057478022,0.615942097379381,Spartium junceum
71,2363,189.439,60745,49,1.24,38821,7408.5,179007,54.851,60.3,24.5,30373,28.058,2.6,2337756,807,17401,15.187,815,903,319,945,5045.5,2976.523,794,807,1209,156,0.91,0.827,2173561,8613,90.8813793103448,5,231,55,0,6271,37.737,200855,1,-0,0,486408,865,0.671,856,125.191264367816,54.2456694671965,11.1888902205633,77.3489655172414,55.2523446499397,8.79482606520683,70.5264367816092,53.8908750781657,8.39800195175074,0.295365400846822,0.394143155656765,0.543475299205789,0.528280972780979,0.283162688683654,0.726829397301031,0.500934865900385,0.200996182159265,0.707767522496183,Spartium junceum
72,2227,180.711,65,46,1413,34684,7082.5,177.05,53.249,57522,23,32.5,27465,8.42,2348341,708,9465,14.664,0.671,0.819,314,0.98,4855.5,2990,745,708,1167,442,0.926,857,2046289,22818,62.1026058631922,0,173,27,15.947,6271,37.737,194869,0.952,0.279,4,492.263,0.86,674,858,92.0456026058632,39.8639737270987,9.59403995227575,47.7811074918567,42.3243958216359,6.91238797318674,57.1498371335505,40.2709585914111,7.55975112907498,0.774601336311845,0.334187149964416,0.880114388197264,0.590272712886972,0.289736947948153,0.768292075246759,0.37363990547359,0.143170179635988,0.611260914400381,Spartium junceum
