Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      31 |         730 |       00:12:16 |       96.88% |       96.97% |       0.1551 |       0.1149 |      1.0000e-04 |
|      31 |         735 |       00:12:22 |       98.44% |       96.97% |       0.0310 |       0.1134 |      1.0000e-04 |
|      31 |         740 |       00:12:27 |       96.88% |       97.98% |       0.0835 |       0.0849 |      1.0000e-04 |
|      32 |         745 |       00:12:33 |       98.44% |       98.48% |       0.0555 |       0.1003 |      1.0000e-04 |
|      32 |         750 |       00:12:39 |       98.44% |       97.98% |       0.0258 |       0.0898 |      1.0000e-04 |
|      32 |         755 |       00:12:44 |       98.44% |       95.96% |       0.0187 |       0.1299 |      1.0000e-04 |
|      32 |         760 |       00:12:50 |      100.00% |       94.95% |       0.0121 |       0.1698 |      1.0000e-04 |
|      32 |         765 |       00:12:55 |       98.44% |       97.47% |       0.0587 |       0.1224 |      1.0000e-04 |
|      33 |         770 |       00:13:01 |      100.00% |       97.47% |       0.0011 |       0.1099 |      1.0000e-04 |
|      33 |         775 |       00:13:06 |      100.00% |       96.46% |       0.0156 |       0.1355 |      1.0000e-04 |
|      33 |         780 |       00:13:11 |      100.00% |       97.47% |       0.0023 |       0.1458 |      1.0000e-04 |
|      33 |         785 |       00:13:17 |       98.44% |       96.97% |       0.0346 |       0.1604 |      1.0000e-04 |
|      33 |         790 |       00:13:23 |       96.88% |       96.97% |       0.0919 |       0.1563 |      1.0000e-04 |
|      34 |         795 |       00:13:28 |      100.00% |       96.46% |       0.0147 |       0.1773 |      1.0000e-04 |
|      34 |         800 |       00:13:34 |       98.44% |       96.46% |       0.0245 |       0.1946 |      1.0000e-04 |
|      34 |         805 |       00:13:39 |       98.44% |       96.46% |       0.0329 |       0.1181 |      1.0000e-04 |
|      34 |         810 |       00:13:45 |       98.44% |       97.47% |       0.0595 |       0.1131 |      1.0000e-04 |
|      34 |         815 |       00:13:50 |      100.00% |       97.47% |       0.0102 |       0.1071 |      1.0000e-04 |
|      35 |         820 |       00:13:55 |       96.88% |       97.47% |       0.0859 |       0.1216 |      1.0000e-04 |
|      35 |         825 |       00:14:01 |       98.44% |       95.96% |       0.0862 |       0.2023 |      1.0000e-04 |
